pos_x,vel_posicao,acel_linear,vel_rotacao,jitter_mira,mirando
13680.6,0.0,0.0,0.0,0.0,0
13680.6,0.0,0.0,0.0,0.0,0
13680.6,0.0,0.0,0.0,0.0,0
13680.6,0.0,0.0,0.0,0.0,0
13680.6,0.0,0.0,0.0,0.0,0
13680.6,0.0,0.0,0.0,0.0,0
13680.6,0.0,0.0,0.11235266211255812,0.11235266211255812,0
13680.4,0.5385164807137206,0.5385164807137206,0.8450544723159761,0.732701810203418,1
13680.4,0.0,-0.5385164807137206,0.15662387893088225,0.6884305933850938,0
13678.4,2.282542442102841,2.282542442102841,0.6409656863347388,0.4843418074038566,1
13676.8,1.8867962264116291,-0.3957462156912117,0.20137472381292731,0.4395909625218115,0
13677.7,1.3453624047083446,-0.5414338217032846,0.17523781762239962,0.026136906190527692,1
13678.1,0.5000000000003638,-0.8453624047079807,0.5559696565619283,0.38073183893952867,0
13678.6,0.7071067811865476,0.20710678118618375,0.19115985031674243,0.3648098062451859,0
13678.9,0.3605551275461971,-0.34655165364035045,0.4158143203518718,0.2246544700351294,0
13684.2,6.140032573204627,5.779477445658429,0.2174519532908602,0.19836236706101162,0
13689.3,6.606814663661755,0.46678209045712826,0.018909714044456072,0.19854223924640413,0
13694.5,6.621933252458119,0.015118588796363852,0.0178575777196307,0.0010521363248253701,0
13699.8,6.580273550544039,-0.04165970191407986,1.3959620521752925e-06,0.017856181757578526,0
13705.2,6.661080993354387,0.08080744281034846,0.00021924398578720972,0.00021784802373503442,0
13710.7,6.742403132414819,0.08132213906043173,0.2484688921009235,0.24824964811513628,0
13717.0,6.706713054841953,-0.03569007757286613,0.137401778634355,0.1110671134665685,0
13722.2,6.684309986828384,-0.022403068013568728,0.019661422340248813,0.11774035629410617,0
13726.1,6.824221567329217,0.13991158050083286,0.11715406107830052,0.09749263873805171,0
13729.8,6.711929677818118,-0.11229188951109936,0.0176763548101031,0.09947770626819742,0
13733.5,6.711929677820638,2.5206503551089554e-12,0.36026443696083654,0.34258808215073344,0
13737.9,4.716990566028224,-1.994939111792414,0.31267894661665463,0.04758549034418191,0
13740.2,2.3021728866453737,-2.4148176793828506,0.2442838132899849,0.06839513332666972,0
13738.9,1.3000000000010914,-1.0021728866442823,0.9100555344355487,0.6657717211455637,0
13739.1,3.70540146272873,2.4054014627276388,0.019726567241184042,0.8903289671943646,0
13744.1,6.103277807866851,2.397876345138121,0.8990743286782135,0.8793477614370294,0
13745.7,1.7088007490639745,-4.3944770588028765,0.8648891749438108,0.03418515373440267,0
13748.2,2.5019992006393754,0.7931984515754009,1.456002309158488,0.5911131342146771,0
13753.3,6.0207972893953015,3.518798088755926,0.18260136174327313,1.2734009474152148,0
13759.3,6.664082832618296,0.6432855432229942,0.11086386996309638,0.07173749178017674,0
